GeneId	GeneName	GOIds	GoNames	Type
MGI:MGI:3030478	Olfr644	GO:0007186|GO:0007165|GO:0007608|GO:0016021|GO:0004984|GO:0005886	G-protein coupled receptor signaling pathway|signal transduction|sensory perception of smell|integral component of membrane|olfactory receptor activity|plasma membrane	GA_x6K02T2PBJ9-6803062-6802118|MOR13-1	protein
MGI:MGI:3030479	Olfr645	GO:0007186|GO:0007165|GO:0007608|GO:0016021|GO:0004984|GO:0005886	G-protein coupled receptor signaling pathway|signal transduction|sensory perception of smell|integral component of membrane|olfactory receptor activity|plasma membrane	GA_x6K02T2PBJ9-6819097-6818150|MOR13-5	protein
MGI:MGI:2685858	Gpr176	GO:0004930|GO:0007186|GO:0048511|GO:0007165|GO:0016020|GO:0016021|GO:0030818|GO:0048512|GO:0004871|GO:0005886	G-protein coupled receptor activity|G-protein coupled receptor signaling pathway|rhythmic process|signal transduction|membrane|integral component of membrane|negative regulation of cAMP biosynthetic process|circadian behavior|signal transducer activity|plasma membrane	LOC381413	protein
MGI:MGI:2685856	Cdh26	GO:0008150|GO:0046872|GO:0005509|GO:0016020|GO:0016021|GO:0007155|GO:0007156|GO:0005886	biological_process|metal ion binding|calcium ion binding|membrane|integral component of membrane|cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|plasma membrane	LOC381409	protein
MGI:MGI:103098	Pdpn	GO:0044319|GO:0019956|GO:0061851|GO:1905863|GO:0048286|GO:0051087|GO:0001946|GO:0035239|GO:0005829|GO:0030027|GO:0000902|GO:1900024|GO:0006693|GO:0007266|GO:0005886|GO:0005515|GO:0006928|GO:0060838|GO:0030175|GO:2000045|GO:0016323|GO:0016324|GO:0030335|GO:0008283|GO:0008360|GO:0007275|GO:0008285|GO:0061032|GO:0009897|GO:0051272|GO:0007155|GO:0048535|GO:0042995|GO:0097197|GO:0010718|GO:0001726|GO:0031410|GO:0032587|GO:0071437|GO:0030324|GO:0031258|GO:0010572|GO:0007165|GO:2000392|GO:1904328|GO:1901731|GO:0005102|GO:0031527|GO:0031528|GO:0090091|GO:0043066|GO:0070252|GO:0016020|GO:0045121|GO:0016021|GO:0030155|GO:0098609	wound healing, spreading of cells|chemokine binding|leading edge of lamellipodium|invadopodium organization|lung alveolus development|chaperone binding|lymphangiogenesis|tube morphogenesis|cytosol|lamellipodium|cell morphogenesis|regulation of substrate adhesion-dependent cell spreading|prostaglandin metabolic process|Rho protein signal transduction|plasma membrane|protein binding|movement of cell or subcellular component|lymphatic endothelial cell fate commitment|filopodium|regulation of G1/S transition of mitotic cell cycle|basolateral plasma membrane|apical plasma membrane|positive regulation of cell migration|cell proliferation|regulation of cell shape|multicellular organism development|negative regulation of cell proliferation|visceral serous pericardium development|external side of plasma membrane|positive regulation of cellular component movement|cell adhesion|lymph node development|cell projection|tetraspanin-enriched microdomain|positive regulation of epithelial to mesenchymal transition|ruffle|cytoplasmic vesicle|ruffle membrane|invadopodium|lung development|lamellipodium membrane|positive regulation of platelet activation|signal transduction|regulation of lamellipodium morphogenesis|regulation of myofibroblast contraction|positive regulation of platelet aggregation|receptor binding|filopodium membrane|microvillus membrane|positive regulation of extracellular matrix disassembly|negative regulation of apoptotic process|actin-mediated cell contraction|membrane|membrane raft|integral component of membrane|regulation of cell adhesion|cell-cell adhesion	Gp38|OTS-8|PA2.26|RANDAM-2|T1a|T1alpha	protein
MGI:MGI:3030486	Olfr652	GO:0007186|GO:0007165|GO:0007608|GO:0016021|GO:0004984|GO:0005886	G-protein coupled receptor signaling pathway|signal transduction|sensory perception of smell|integral component of membrane|olfactory receptor activity|plasma membrane	GA_x6K02T2PBJ9-7191524-7192471|MOR31-8	protein
MGI:MGI:3030487	Olfr653	GO:0007186|GO:0007165|GO:0007608|GO:0016021|GO:0004984|GO:0005886	G-protein coupled receptor signaling pathway|signal transduction|sensory perception of smell|integral component of membrane|olfactory receptor activity|plasma membrane	GA_x6K02T2PBJ9-7206970-7207923|MOR33-1	protein
MGI:MGI:1277117	Ptp4a2	GO:0004721|GO:0005634|GO:0005768|GO:0070062|GO:0004725|GO:0005737|GO:0006470|GO:0016020|GO:0016791|GO:0016311|GO:0005886|GO:0016787	phosphoprotein phosphatase activity|nucleus|endosome|extracellular exosome|protein tyrosine phosphatase activity|cytoplasm|protein dephosphorylation|membrane|phosphatase activity|dephosphorylation|plasma membrane|hydrolase activity	Prl-2	protein
MGI:MGI:3513977	Apcdd1	GO:0043615|GO:0005887|GO:0042802|GO:0001942|GO:0016020|GO:0016021|GO:0016055|GO:0030178|GO:0017147|GO:0005886	astrocyte cell migration|integral component of plasma membrane|identical protein binding|hair follicle development|membrane|integral component of membrane|Wnt signaling pathway|negative regulation of Wnt signaling pathway|Wnt-protein binding|plasma membrane	Drapc1|EIG180	protein
MGI:MGI:2685810	Naaladl1	GO:0008150|GO:0004180|GO:0016805|GO:0008152|GO:0008233|GO:0005575|GO:0003674|GO:0005886|GO:0008237|GO:0003824|GO:0046872|GO:0006508|GO:0016020|GO:0016021|GO:0016787	biological_process|carboxypeptidase activity|dipeptidase activity|metabolic process|peptidase activity|cellular_component|molecular_function|plasma membrane|metallopeptidase activity|catalytic activity|metal ion binding|proteolysis|membrane|integral component of membrane|hydrolase activity	LOC381204	protein
MGI:MGI:2447586	Fkrp	GO:0009101|GO:0005791|GO:0005783|GO:0005794|GO:0005576|GO:0005886|GO:0005634|GO:0005615|GO:0042383|GO:0016020|GO:0016010|GO:0016021|GO:0005829|GO:0016485|GO:0016740|GO:0035269	glycoprotein biosynthetic process|rough endoplasmic reticulum|endoplasmic reticulum|Golgi apparatus|extracellular region|plasma membrane|nucleus|extracellular space|sarcolemma|membrane|dystrophin-associated glycoprotein complex|integral component of membrane|cytosol|protein processing|transferase activity|protein O-linked mannosylation	A830029B19Rik|LGMD1I|MDC1C	protein
MGI:MGI:2685803	Cplx4	GO:0006836|GO:0046928|GO:0019905|GO:0016020|GO:0030054|GO:0000149|GO:0045202|GO:0006810|GO:0006887|GO:0005886	neurotransmitter transport|regulation of neurotransmitter secretion|syntaxin binding|membrane|cell junction|SNARE binding|synapse|transport|exocytosis|plasma membrane	A930004D23Rik	protein
MGI:MGI:104785	Myo6	GO:0048839|GO:0015031|GO:0005794|GO:0043025|GO:0045202|GO:0003774|GO:0007605|GO:0051046|GO:0005903|GO:0045177|GO:0005902|GO:0005905|GO:0043231|GO:0045296|GO:0048167|GO:0071257|GO:0030424|GO:0007268|GO:0043234|GO:0045334|GO:0006897|GO:0006810|GO:0005886|GO:0051015|GO:0005634|GO:0006605|GO:0030139|GO:0005516|GO:0007416|GO:0005515|GO:0003779|GO:0042472|GO:0030330|GO:0031941|GO:0014047|GO:0045944|GO:0042995|GO:0005654|GO:0000166|GO:0005524|GO:0007626|GO:0070062|GO:0016591|GO:0001726|GO:0031410|GO:0032587|GO:0016358|GO:0016459|GO:0042802|GO:0031965|GO:0048471|GO:0042491|GO:0005737|GO:0012506|GO:0042493|GO:0016020	inner ear development|protein transport|Golgi apparatus|neuronal cell body|synapse|motor activity|sensory perception of sound|regulation of secretion|brush border|apical part of cell|microvillus|clathrin-coated pit|intracellular membrane-bounded organelle|cadherin binding|regulation of synaptic plasticity|cellular response to electrical stimulus|axon|chemical synaptic transmission|protein complex|clathrin-coated endocytic vesicle|endocytosis|transport|plasma membrane|actin filament binding|nucleus|protein targeting|endocytic vesicle|calmodulin binding|synapse assembly|protein binding|actin binding|inner ear morphogenesis|DNA damage response, signal transduction by p53 class mediator|filamentous actin|glutamate secretion|positive regulation of transcription from RNA polymerase II promoter|cell projection|nucleoplasm|nucleotide binding|ATP binding|locomotory behavior|extracellular exosome|DNA-directed RNA polymerase II, holoenzyme|ruffle|cytoplasmic vesicle|ruffle membrane|dendrite development|myosin complex|identical protein binding|nuclear membrane|perinuclear region of cytoplasm|auditory receptor cell differentiation|cytoplasm|vesicle membrane|response to drug|membrane	Tlc	protein
MGI:MGI:97795	Ptger3	GO:1901380|GO:1904330|GO:0090331|GO:1903640|GO:1903524|GO:0014061|GO:0043025|GO:0004930|GO:1990767|GO:1990769|GO:0015701|GO:0007186|GO:1904346|GO:1904343|GO:0030819|GO:0030818|GO:0007188|GO:0004871|GO:0005886|GO:0005515|GO:0010628|GO:0014827|GO:0010700|GO:0031622|GO:0031623|GO:1903170|GO:0045907|GO:0046676|GO:0043005|GO:0004955|GO:0004957|GO:2000978|GO:0014832|GO:0035810|GO:1904320|GO:2000391|GO:0007165|GO:1904322|GO:1904326|GO:0007200|GO:1904325|GO:0060455|GO:0001660|GO:0007204|GO:0009986|GO:0046010|GO:0031965|GO:0002029|GO:0031526|GO:0001934|GO:0016020|GO:0016021|GO:0032496|GO:0010840	negative regulation of potassium ion transmembrane transport|positive regulation of myofibroblast contraction|negative regulation of platelet aggregation|negative regulation of gastrin-induced gastric acid secretion|positive regulation of blood circulation|regulation of norepinephrine secretion|neuronal cell body|G-protein coupled receptor activity|prostaglandin receptor internalization|proximal neuron projection|bicarbonate transport|G-protein coupled receptor signaling pathway|positive regulation of gastric mucosal blood circulation|positive regulation of colon smooth muscle contraction|positive regulation of cAMP biosynthetic process|negative regulation of cAMP biosynthetic process|adenylate cyclase-modulating G-protein coupled receptor signaling pathway|signal transducer activity|plasma membrane|protein binding|positive regulation of gene expression|intestine smooth muscle contraction|negative regulation of norepinephrine secretion|positive regulation of fever generation|receptor internalization|negative regulation of calcium ion transmembrane transport|positive regulation of vasoconstriction|negative regulation of insulin secretion|neuron projection|prostaglandin receptor activity|prostaglandin E receptor activity|negative regulation of forebrain neuron differentiation|urinary bladder smooth muscle contraction|positive regulation of urine volume|positive regulation of smooth muscle contraction involved in micturition|positive regulation of neutrophil extravasation|signal transduction|cellular response to forskolin|negative regulation of circadian sleep/wake cycle, wakefulness|phospholipase C-activating G-protein coupled receptor signaling pathway|positive regulation of inhibitory G-protein coupled receptor phosphorylation|negative regulation of gastric acid secretion|fever generation|positive regulation of cytosolic calcium ion concentration|cell surface|positive regulation of circadian sleep/wake cycle, non-REM sleep|nuclear membrane|desensitization of G-protein coupled receptor protein signaling pathway|brush border membrane|positive regulation of protein phosphorylation|membrane|integral component of membrane|response to lipopolysaccharide|regulation of circadian sleep/wake cycle, wakefulness	EP3|Pgerep3|Ptgerep3	protein
MGI:MGI:97793	Ptger1	GO:0004930|GO:0004955|GO:0004957|GO:0007186|GO:0007165|GO:0016020|GO:0016021|GO:0032496|GO:0004871|GO:0005886	G-protein coupled receptor activity|prostaglandin receptor activity|prostaglandin E receptor activity|G-protein coupled receptor signaling pathway|signal transduction|membrane|integral component of membrane|response to lipopolysaccharide|signal transducer activity|plasma membrane	42kDa|EP1|Ptgerep1	protein
MGI:MGI:1345280	Slc30a3	GO:0055085|GO:0008021|GO:0061088|GO:0005385|GO:0005770|GO:0008324|GO:0045202|GO:0051050|GO:0006810|GO:0043005|GO:0005886|GO:0005764|GO:0006811|GO:0032119|GO:0005768|GO:0006812|GO:0005737|GO:0006829|GO:0016020|GO:0016021|GO:0030054|GO:0031410|GO:0030672|GO:0010312	transmembrane transport|synaptic vesicle|regulation of sequestering of zinc ion|zinc ion transmembrane transporter activity|late endosome|cation transmembrane transporter activity|synapse|positive regulation of transport|transport|neuron projection|plasma membrane|lysosome|ion transport|sequestering of zinc ion|endosome|cation transport|cytoplasm|zinc II ion transport|membrane|integral component of membrane|cell junction|cytoplasmic vesicle|synaptic vesicle membrane|detoxification of zinc ion	Znt3	protein
MGI:MGI:1917599	Copb1	GO:0006890|GO:0015031|GO:0005198|GO:0005794|GO:0006891|GO:0006886|GO:0006810|GO:0005798|GO:0005886|GO:0030117|GO:0006888|GO:0016192|GO:0005737|GO:0043231|GO:0016020|GO:0005829|GO:0031410|GO:0030126|GO:0030137	retrograde vesicle-mediated transport, Golgi to ER|protein transport|structural molecule activity|Golgi apparatus|intra-Golgi vesicle-mediated transport|intracellular protein transport|transport|Golgi-associated vesicle|plasma membrane|membrane coat|ER to Golgi vesicle-mediated transport|vesicle-mediated transport|cytoplasm|intracellular membrane-bounded organelle|membrane|cytosol|cytoplasmic vesicle|COPI vesicle coat|COPI-coated vesicle	2610019B04Rik	protein
MGI:MGI:101907	Klra1	GO:0016020|GO:0009897|GO:0016021|GO:0007155|GO:0030246|GO:0004871|GO:0005886	membrane|external side of plasma membrane|integral component of membrane|cell adhesion|carbohydrate binding|signal transducer activity|plasma membrane	Ly49A|Ly49o<129>	protein
MGI:MGI:1202301	Itch	GO:0061630|GO:0005654|GO:0005769|GO:0070062|GO:1990763|GO:0035519|GO:0006915|GO:0031410|GO:0051607|GO:0016874|GO:0051865|GO:0070936|GO:0032088|GO:0000209|GO:0045236|GO:0045732|GO:0046642|GO:0090085|GO:0043234|GO:0044389|GO:0046329|GO:0002376|GO:0005886|GO:0042787|GO:0006511|GO:0004842|GO:0005634|GO:0043161|GO:0005515|GO:0000151|GO:2000646|GO:0002669|GO:0005737|GO:0005938|GO:0043066|GO:0045087|GO:0016020|GO:0043021|GO:0070534|GO:0016740|GO:0050687|GO:0016567	ubiquitin protein ligase activity|nucleoplasm|early endosome|extracellular exosome|arrestin family protein binding|protein K29-linked ubiquitination|apoptotic process|cytoplasmic vesicle|defense response to virus|ligase activity|protein autoubiquitination|protein K48-linked ubiquitination|negative regulation of NF-kappaB transcription factor activity|protein polyubiquitination|CXCR chemokine receptor binding|positive regulation of protein catabolic process|negative regulation of alpha-beta T cell proliferation|regulation of protein deubiquitination|protein complex|ubiquitin-like protein ligase binding|negative regulation of JNK cascade|immune system process|plasma membrane|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|ubiquitin-dependent protein catabolic process|ubiquitin-protein transferase activity|nucleus|proteasome-mediated ubiquitin-dependent protein catabolic process|protein binding|ubiquitin ligase complex|positive regulation of receptor catabolic process|positive regulation of T cell anergy|cytoplasm|cell cortex|negative regulation of apoptotic process|innate immune response|membrane|ribonucleoprotein complex binding|protein K63-linked ubiquitination|transferase activity|negative regulation of defense response to virus|protein ubiquitination	6720481N21Rik|8030492O04Rik|AIP4|C230047C07Rik	protein
